Artist name,Stage,Day,Stage group,Start time,End time
ACID LOUNGE DJ'S,ACID LOUNGE,WEDNESDAY,SOUTH EAST CORNER,18:00:00,23:00:00
SITUATION DJS,NYC DOWNLOW,WEDNESDAY,SOUTH EAST CORNER,1:30:00,3:00:00
DIGS & WHOOSH,NYC DOWNLOW,WEDNESDAY,SOUTH EAST CORNER,0:00:00,1:30:00
HEAVENLY JUKEBOX,NYC DOWNLOW,WEDNESDAY,SOUTH EAST CORNER,22:00:00,0:00:00
PARTOK,NYC DOWNLOW,WEDNESDAY,SOUTH EAST CORNER,20:00:00,22:00:00
QUATERMASS,THE LONDON UNDERGROUND,WEDNESDAY,SOUTH EAST CORNER,1:30:00,3:00:00
MACPHERSON,THE LONDON UNDERGROUND,WEDNESDAY,SOUTH EAST CORNER,0:00:00,1:30:00
DJ LUCINDA,THE LONDON UNDERGROUND,WEDNESDAY,SOUTH EAST CORNER,22:30:00,0:00:00
MISS PINK,THE LONDON UNDERGROUND,WEDNESDAY,SOUTH EAST CORNER,21:30:00,22:30:00
SKARPER,THE LONDON UNDERGROUND,WEDNESDAY,SOUTH EAST CORNER,20:00:00,21:30:00
DAN CARTEL,THE DOWNLOW RADIO,WEDNESDAY,SOUTH EAST CORNER,0:30:00,3:00:00
NINEBOB,THE DOWNLOW RADIO,WEDNESDAY,SOUTH EAST CORNER,23:00:00,0:30:00
CHARLEY MCFARLEY,THE DOWNLOW RADIO,WEDNESDAY,SOUTH EAST CORNER,21:30:00,23:00:00
DOLLOP DJS,THE DOWNLOW RADIO,WEDNESDAY,SOUTH EAST CORNER,20:00:00,21:30:00
GUNS OF NAVARONE,THE ROCKET LOUNGE,WEDNESDAY,SOUTH EAST CORNER,21:45:00,23:00:00
MIK ARTISTIC,THE ROCKET LOUNGE,WEDNESDAY,SOUTH EAST CORNER,20:45:00,21:45:00
NEW YORK BRASS BAND,THE ROCKET LOUNGE,WEDNESDAY,SOUTH EAST CORNER,19:30:00,21:00:00
CATBALLOU,THE ROCKET LOUNGE,WEDNESDAY,SOUTH EAST CORNER,18:30:00,19:30:00
GAZ HOST UNPLUGGED NIGHT,THE ROCKET LOUNGE,WEDNESDAY,SOUTH EAST CORNER,18:00:00,18:30:00
TOBIAS JACOB,SMALL WORLD STAGE,WEDNESDAY,GREEN FIELDS,1:00:00,2:00:00
DE FUEGO,SMALL WORLD STAGE,WEDNESDAY,GREEN FIELDS,23:45:00,0:45:00
RUM BUFFALO,SMALL WORLD STAGE,WEDNESDAY,GREEN FIELDS,22:00:00,23:00:00
SEIZE THE DAY,SMALL WORLD STAGE,WEDNESDAY,GREEN FIELDS,20:00:00,21:30:00
RODNEY BRANNIGAN,SMALL WORLD STAGE,WEDNESDAY,GREEN FIELDS,18:30:00,19:30:00
CELESTE,SMALL WORLD STAGE,WEDNESDAY,GREEN FIELDS,17:15:00,18:15:00
TBA,SMALL WORLD STAGE,WEDNESDAY,GREEN FIELDS,16:00:00,17:00:00
AYLA SHAFER,SMALL WORLD STAGE,WEDNESDAY,GREEN FIELDS,14:40:00,15:40:00
OPEN MIC,SMALL WORLD STAGE,WEDNESDAY,GREEN FIELDS,13:30:00,14:30:00
SUSIE RO AND AYLA,TOAD HALL,WEDNESDAY,GREEN FIELDS,0:00:00,1:00:00
TELLING THE BEES,TOAD HALL,WEDNESDAY,GREEN FIELDS,22:00:00,23:00:00
SAM WALKER,TOAD HALL,WEDNESDAY,GREEN FIELDS,21:00:00,22:00:00
SOUK BAB EL LOUK,TOAD HALL,WEDNESDAY,GREEN FIELDS,20:00:00,21:00:00
GERARD AND THE WATCHMEN,TOAD HALL,WEDNESDAY,GREEN FIELDS,19:00:00,20:00:00
THE SEA KINGS,TOAD HALL,WEDNESDAY,GREEN FIELDS,18:00:00,19:00:00
TIM SNIDER,TOAD HALL,WEDNESDAY,GREEN FIELDS,17:00:00,18:00:00
SAM BATT,TOAD HALL,WEDNESDAY,GREEN FIELDS,16:00:00,17:00:00
JESS GOYDER,TOAD HALL,WEDNESDAY,GREEN FIELDS,15:00:00,16:00:00
UKELELE WORKSHOP,TOAD HALL,WEDNESDAY,GREEN FIELDS,14:00:00,15:00:00
HAYLEY MCKAY,TOAD HALL,WEDNESDAY,GREEN FIELDS,13:00:00,14:00:00
SANDY DIDGE WORKSHOP,TOAD HALL,WEDNESDAY,GREEN FIELDS,12:00:00,13:00:00
LATE NIGHT VIDEO JAM,GROOVY MOVIE PICTURE HOUSE,WEDNESDAY,GREEN FIELDS,1:00:00,3:00:00
HATTIE HATSTAR AND HER HATSTAND,GROOVY MOVIE PICTURE HOUSE,WEDNESDAY,GREEN FIELDS,23:30:00,1:00:00
JOLLY JOCK,GROOVY MOVIE PICTURE HOUSE,WEDNESDAY,GREEN FIELDS,22:00:00,23:30:00
DIRECT ACTION - A NEW RETAIL THERAPY,SPEAKERS FORUM,WEDNESDAY,GREEN FIELDS,17:00:00,18:00:00
CALAIS MIGRANT SOLIDARITY,SPEAKERS FORUM,WEDNESDAY,GREEN FIELDS,16:00:00,17:00:00
ORIGINAL SMIRKINS,MANDALA STAGE,WEDNESDAY,GREEN FIELDS,0:00:00,1:00:00
CHRIS ELLIS,MANDALA STAGE,WEDNESDAY,GREEN FIELDS,23:00:00,0:00:00
GAEA KNIGHT,MANDALA STAGE,WEDNESDAY,GREEN FIELDS,22:00:00,23:00:00
ANDREW MAXWELL MORRIS,MANDALA STAGE,WEDNESDAY,GREEN FIELDS,21:00:00,22:00:00
THE PORTRAITS,MANDALA STAGE,WEDNESDAY,GREEN FIELDS,20:00:00,21:00:00
INTERPLANETARY LIBERATION FRONT,MANDALA STAGE,WEDNESDAY,GREEN FIELDS,18:00:00,19:00:00
MAL WEBB,MANDALA STAGE,WEDNESDAY,GREEN FIELDS,17:00:00,18:00:00
PAUL DONALDSON,MANDALA STAGE,WEDNESDAY,GREEN FIELDS,16:00:00,17:00:00
FILM NIGHT WITH STEPHEN MALIT,AVALON CAFÉ,WEDNESDAY,OTHER,22:30:00,1:00:00
GLASTONBURY FILM CHALLENGE,AVALON CAFÉ,WEDNESDAY,OTHER,20:30:00,21:15:00
THE DRYSTONES,AVALON CAFÉ,WEDNESDAY,OTHER,19:45:00,20:30:00
BARNEY GOODALL,AVALON CAFÉ,WEDNESDAY,OTHER,19:00:00,19:45:00
AL O'KANE,AVALON CAFÉ,WEDNESDAY,OTHER,18:15:00,19:00:00
ABI BAKER,AVALON CAFÉ,WEDNESDAY,OTHER,17:30:00,18:15:00
FOLK SESSION,THE BANDSTAND,WEDNESDAY,OTHER,21:45:00,23:00:00
GERARD & THE WATCHMEN,THE BANDSTAND,WEDNESDAY,OTHER,20:30:00,21:25:00
ECO-MOTION,THE BANDSTAND,WEDNESDAY,OTHER,19:15:00,20:10:00
THE DRYSTONES,THE BANDSTAND,WEDNESDAY,OTHER,18:00:00,18:55:00
SASHA,GLADE,THURSDAY,MAIN STAGES,22:00:00,0:30:00
JAMES MONRO,GLADE,THURSDAY,MAIN STAGES,21:00:00,22:00:00
ROUTE 94,WOW!,THURSDAY,SILVER HAYES,1:30:00,3:00:00
RICHY AHMED,WOW!,THURSDAY,SILVER HAYES,0:00:00,1:30:00
DETROIT SWINDLE,WOW!,THURSDAY,SILVER HAYES,23:00:00,0:00:00
PSYCHEMAGIK,WOW!,THURSDAY,SILVER HAYES,22:00:00,23:00:00
EAST INDIA YOUTH,WOW!,THURSDAY,SILVER HAYES,21:15:00,22:00:00
NEW BUILD,WOW!,THURSDAY,SILVER HAYES,20:00:00,21:00:00
HOSTED BY NORMSKI,WOW!,THURSDAY,SILVER HAYES,,
SKIP&DIE,LA PUSSY PARLURE NOUVEAU,THURSDAY,SILVER HAYES,2:00:00,3:00:00
ELLIPHANT,LA PUSSY PARLURE NOUVEAU,THURSDAY,SILVER HAYES,1:15:00,1:50:00
ADI ULMANSKY,LA PUSSY PARLURE NOUVEAU,THURSDAY,SILVER HAYES,0:15:00,1:00:00
GARDEN CITY MOVEMENT,LA PUSSY PARLURE NOUVEAU,THURSDAY,SILVER HAYES,23:20:00,0:00:00
THE GIRL AND THE ROBOTS,LA PUSSY PARLURE NOUVEAU,THURSDAY,SILVER HAYES,22:20:00,23:00:00
NGAIIRE,LA PUSSY PARLURE NOUVEAU,THURSDAY,SILVER HAYES,21:00:00,21:50:00
N'TOKO,LA PUSSY PARLURE NOUVEAU,THURSDAY,SILVER HAYES,20:00:00,20:45:00
DJ ORIGI,LA PUSSY PARLURE NOUVEAU,THURSDAY,SILVER HAYES,,
"CIRCOLOCO PRESENTS TANIA VULCANO, CLIVE HENRY, MATTHIAS TANZMANN, DAVID SQUILLACE, APOLLONIA, TALE OF US + GUEST SURPRISE!",THE BLUES,THURSDAY,SILVER HAYES,20:00:00,3:00:00
COUPLE OF MUMS,HEDS PARTY IN SONIC,THURSDAY,SILVER HAYES,4:00:00,7:00:00
JAPALENO SOUND SYSTEM,HEDS PARTY IN SONIC,THURSDAY,SILVER HAYES,0:00:00,4:00:00
ECLECTIC BALLROOM,HEDS PARTY IN SONIC,THURSDAY,SILVER HAYES,20:00:00,0:00:00
PAUL J STEVENS,HEDS PARTY IN SONIC,THURSDAY,SILVER HAYES,4:00:00,7:00:00
WE DON'T PLAY,HEDS PARTY IN SONIC,THURSDAY,SILVER HAYES,1:00:00,4:00:00
MIXNOTS,HEDS PARTY IN SONIC,THURSDAY,SILVER HAYES,20:00:00,7:00:00
KEITH ALLEN,RABBIT HOLE,THURSDAY,THE PARK,2:00:00,3:00:00
MAD COWS,RABBIT HOLE,THURSDAY,THE PARK,0:00:00,1:00:00
CREDIT TO THE NATION,RABBIT HOLE,THURSDAY,THE PARK,22:30:00,23:30:00
LEKIDDO LORD OF THE LOBSTERS,RABBIT HOLE,THURSDAY,THE PARK,22:00:00,22:30:00
ADA,RABBIT HOLE,THURSDAY,THE PARK,20:30:00,21:15:00
GIBSON BULL (ETC Finalist),RABBIT HOLE,THURSDAY,THE PARK,19:00:00,19:45:00
LYZA JANE,RABBIT HOLE,THURSDAY,THE PARK,17:30:00,18:15:00
SUSPECT ALIBI,RABBIT HOLE,THURSDAY,THE PARK,16:00:00,16:45:00
TODD DORIGO,RABBIT HOLE,THURSDAY,THE PARK,15:00:00,15:30:00
ZOE PHILLIPS,RABBIT HOLE,THURSDAY,THE PARK,14:00:00,14:30:00
THE 2 BEARS,STONEBRIDGE BAR,THURSDAY,THE PARK,1:00:00,3:00:00
JUSTIN ROBERTSON,STONEBRIDGE BAR,THURSDAY,THE PARK,23:00:00,1:00:00
HANNAH HOLLAND,STONEBRIDGE BAR,THURSDAY,THE PARK,21:30:00,23:00:00
HEAVENLY JUKEBOX,STONEBRIDGE BAR,THURSDAY,THE PARK,20:30:00,21:30:00
BAGGY MONDAYS,STONEBRIDGE BAR,THURSDAY,THE PARK,19:00:00,20:30:00
JOHNNO (BUGGED OUT!),STONEBRIDGE BAR,THURSDAY,THE PARK,18:00:00,19:00:00
PHIL DUDMAN,STONEBRIDGE BAR,THURSDAY,THE PARK,17:00:00,18:00:00
HEAVENLY JUKEBOX,STONEBRIDGE BAR,THURSDAY,THE PARK,16:00:00,17:00:00
BLACK BUTTER SOUND SYSTEM WITH TBA GUESTS,STONEBRIDGE BAR,THURSDAY,THE PARK,14:00:00,16:00:00
HEAVENLY JUKEBOX,STONEBRIDGE BAR,THURSDAY,THE PARK,13:00:00,14:00:00
SWEET CHARITY DJ'S,HMS SWEET CHARITY,THURSDAY,THE PARK,2:00:00,3:00:00
PERHAPS CONTRAPTION (LIVE),HMS SWEET CHARITY,THURSDAY,THE PARK,1:00:00,2:00:00
FRANKIE FRANCIS,HMS SWEET CHARITY,THURSDAY,THE PARK,23:00:00,1:00:00
DSKO,BIMBLE INN,THURSDAY,OTHER,1:45:00,3:00:00
SIMEON,BIMBLE INN,THURSDAY,OTHER,0:30:00,1:30:00
WOOHOO REVUE,BIMBLE INN,THURSDAY,OTHER,23:00:00,0:00:00
CHAINSKA BRASSIKA,BIMBLE INN,THURSDAY,OTHER,21:30:00,22:30:00
FORMIDABLE VEGETABLE SOUND SYSTEM,BIMBLE INN,THURSDAY,OTHER,20:00:00,21:00:00
FUNDUBMENTAL,BIMBLE INN,THURSDAY,OTHER,19:00:00,19:40:00
RUM BUFFALO,BIMBLE INN,THURSDAY,OTHER,18:00:00,18:40:00
SAM WALKER,BIMBLE INN,THURSDAY,OTHER,17:00:00,17:40:00
LONELY SCHIZOPHRENIC,BIMBLE INN,THURSDAY,OTHER,16:00:00,16:40:00
RODNEY BRANNIGAN,BIMBLE INN,THURSDAY,OTHER,15:00:00,15:40:00
SLIGHTLY OFFENSIVE STEVE,BIMBLE INN,THURSDAY,OTHER,14:00:00,14:40:00
MR & MRS STEADMAN,THE CAVE,THURSDAY,SOUTH EAST CORNER,22:00:00,23:00:00
KYD DISLEKSIK,THE CAVE,THURSDAY,SOUTH EAST CORNER,21:00:00,22:00:00
4TUNECOOKIE,THE CAVE,THURSDAY,SOUTH EAST CORNER,20:00:00,21:00:00
TBA,THE RUM SHACK,THURSDAY,SOUTH EAST CORNER,22:00:00,23:00:00
KATE TEMPEST,THE RUM SHACK,THURSDAY,SOUTH EAST CORNER,21:00:00,22:00:00
LYRIX - RODNEY BRANNIGAN,THE RUM SHACK,THURSDAY,SOUTH EAST CORNER,20:00:00,21:00:00
DJ MARC STYLUS (COPPERDOLLAR) & DJ MAKALA (SPAIN),COPPERDOLLAR STAGE,THURSDAY,SOUTH EAST CORNER,23:00:00,2:00:00
BACK OF BEYOND SHOW TIME,COPPERDOLLAR STAGE,THURSDAY,SOUTH EAST CORNER,20:00:00,23:00:00
ACID LOUNGE DJ'S,ACID LOUNGE,THURSDAY,SOUTH EAST CORNER,18:00:00,23:00:00
STIVS,SALON CAROUSEL,THURSDAY,SOUTH EAST CORNER,22:00:00,23:00:00
ROSIE NOBBS,SALON CAROUSEL,THURSDAY,SOUTH EAST CORNER,22:00:00,23:00:00
PIEFACE,SALON CAROUSEL,THURSDAY,SOUTH EAST CORNER,22:00:00,23:00:00
BLOCK DODGER,SALON CAROUSEL,THURSDAY,SOUTH EAST CORNER,21:00:00,22:00:00
FAZZA,SALON CAROUSEL,THURSDAY,SOUTH EAST CORNER,20:00:00,21:00:00
MATTYCORE,SALON CAROUSEL,THURSDAY,SOUTH EAST CORNER,19:00:00,20:00:00
KRACKPOTKIN,SALON CAROUSEL,THURSDAY,SOUTH EAST CORNER,18:00:00,19:00:00
DIGS & WHOOSH,GENOSYS,THURSDAY,SOUTH EAST CORNER,21:30:00,23:00:00
ANDY RILEY,GENOSYS,THURSDAY,SOUTH EAST CORNER,20:00:00,21:30:00
JAMES HILLARD,NYC DOWNLOW,THURSDAY,SOUTH EAST CORNER,0:30:00,3:00:00
DJ DIE,NYC DOWNLOW,THURSDAY,SOUTH EAST CORNER,23:00:00,0:30:00
DAVID MORALES PAYS TRIBUTE TO FRANKIE KNUCKLES 1955-2014,NYC DOWNLOW,THURSDAY,SOUTH EAST CORNER,21:00:00,23:00:00
NINEBOB,NYC DOWNLOW,THURSDAY,SOUTH EAST CORNER,20:00:00,21:00:00
JIM BITCH,THE LONDON UNDERGROUND,THURSDAY,SOUTH EAST CORNER,2:00:00,3:00:00
HUE-JAH-FINK,THE LONDON UNDERGROUND,THURSDAY,SOUTH EAST CORNER,1:00:00,2:00:00
HYPER-ON-EXPERIENCE,THE LONDON UNDERGROUND,THURSDAY,SOUTH EAST CORNER,23:30:00,1:00:00
NICKY BLACKMARKET,THE LONDON UNDERGROUND,THURSDAY,SOUTH EAST CORNER,22:00:00,23:30:00
DJ LUCINDA,THE LONDON UNDERGROUND,THURSDAY,SOUTH EAST CORNER,20:00:00,22:00:00
DOLLOP DJS,THE DOWNLOW RADIO,THURSDAY,SOUTH EAST CORNER,0:30:00,3:00:00
BOOGIE CARTEL,THE DOWNLOW RADIO,THURSDAY,SOUTH EAST CORNER,23:00:00,0:30:00
SITUATION DJS,THE DOWNLOW RADIO,THURSDAY,SOUTH EAST CORNER,20:00:00,23:00:00
WORLD'S TALLEST DJ'S BRASS BAND REMIX,HEAVEN,THURSDAY,SOUTH EAST CORNER,22:00:00,23:00:00
FEATURECAST,HEAVEN,THURSDAY,SOUTH EAST CORNER,21:00:00,22:00:00
ROB DA BANK,HEAVEN,THURSDAY,SOUTH EAST CORNER,20:00:00,21:00:00
FLYING WHITE DOTS,HEAVEN,THURSDAY,SOUTH EAST CORNER,19:00:00,20:00:00
KROSSBOW,HEAVEN,THURSDAY,SOUTH EAST CORNER,18:00:00,19:00:00
GAIA'S GUARDIANS,HEAVEN,THURSDAY,SOUTH EAST CORNER,17:00:00,18:00:00
NEW YORK BRASS BAND,HEAVEN,THURSDAY,SOUTH EAST CORNER,16:00:00,17:00:00
SWEETLIFE SOCIETY,HELL STAGE,THURSDAY,SOUTH EAST CORNER,22:00:00,23:00:00
AFRIQUOI,HELL STAGE,THURSDAY,SOUTH EAST CORNER,21:00:00,22:00:00
KING PORTER STOMP,HELL STAGE,THURSDAY,SOUTH EAST CORNER,20:00:00,21:00:00
THE MAN THAT WILL NOT BE BLAMED FOR NOTHING,HELL STAGE,THURSDAY,SOUTH EAST CORNER,19:00:00,20:00:00
GLOBAL LOCAL,HELL STAGE,THURSDAY,SOUTH EAST CORNER,19:00:00,20:00:00
SQUALL TENT REUNION,BAR OF IDEAS,THURSDAY,SOUTH EAST CORNER,22:30:00,0:00:00
DJ BADLY ( SHED OF THE YEAR RECS ),BAR OF IDEAS,THURSDAY,SOUTH EAST CORNER,21:30:00,22:30:00
DJ JIMMY SQUALL  ( BBC - SQUALL MAG ),BAR OF IDEAS,THURSDAY,SOUTH EAST CORNER,20:30:00,21:30:00
DJ NICK GREEN AND SIMON MOO,BAR OF IDEAS,THURSDAY,SOUTH EAST CORNER,19:30:00,20:30:00
TIM NO TECHNO,BAR OF IDEAS,THURSDAY,SOUTH EAST CORNER,18:30:00,19:30:00
CHRIS BOWSHER  (RDF) SOLO,BAR OF IDEAS,THURSDAY,SOUTH EAST CORNER,18:00:00,18:30:00
DJ CRUCIAL KRISTEN (TQY),BAR OF IDEAS,THURSDAY,SOUTH EAST CORNER,17:00:00,18:00:00
DJ INDIANNA TONES B2B DJSKUM,SNAKEPIT,THURSDAY,SOUTH EAST CORNER,21:00:00,3:00:00
DJ BOLLOCKS,SNAKEPIT,THURSDAY,SOUTH EAST CORNER,21:30:00,23:00:00
DJ WRED,SNAKEPIT,THURSDAY,SOUTH EAST CORNER,20:00:00,21:30:00
REDRUM : JACKMASTER,LBHQ - MILLION BULLET CLUB,THURSDAY,SOUTH EAST CORNER,0:00:00,2:00:00
REDRUM : RICHY AHMED (HOT NATURED),LBHQ - MILLION BULLET CLUB,THURSDAY,SOUTH EAST CORNER,22:00:00,0:00:00
REDRUM : MARK JENKYNS (HOT NATURED),LBHQ - MILLION BULLET CLUB,THURSDAY,SOUTH EAST CORNER,20:00:00,22:00:00
REDRUM : REMI MAZET (KUBICLE),LBHQ - MILLION BULLET CLUB,THURSDAY,SOUTH EAST CORNER,18:00:00,20:00:00
REDRUM : MIKE OK (LBHQ),LBHQ - MILLION BULLET CLUB,THURSDAY,SOUTH EAST CORNER,16:00:00,18:00:00
FAT 45'S,THE ROCKET LOUNGE,THURSDAY,SOUTH EAST CORNER,22:15:00,23:00:00
THE MEN THAT WILL NOT BE BLAMED FOR NOTHING,THE ROCKET LOUNGE,THURSDAY,SOUTH EAST CORNER,21:15:00,22:15:00
BUSTAMENTO,THE ROCKET LOUNGE,THURSDAY,SOUTH EAST CORNER,20:15:00,21:15:00
THE DELEGATORS,THE ROCKET LOUNGE,THURSDAY,SOUTH EAST CORNER,19:15:00,20:15:00
SEVEN LITTLE SISTERS,THE ROCKET LOUNGE,THURSDAY,SOUTH EAST CORNER,18:15:00,19:15:00
"DJ'S;  GAZ,BABY SOUL, MR MASS",THE ROCKET LOUNGE,THURSDAY,SOUTH EAST CORNER,18:00:00,18:15:00
DUNCAN DISORDERLY & THE SCALLYWAGS,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,1:45:00,3:00:00
TANKUS THE HENGE,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,0:00:00,1:15:00
CARNIVAL COLLECTIVE,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,22:00:00,23:30:00
USHTI BABA,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,20:30:00,21:30:00
COCO AND THE BUTTERFIELDS,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,18:45:00,19:45:00
HATTIE HATSTAR,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,17:20:00,18:20:00
THE LITTLE UNSAID,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,16:00:00,15:00:00
HEAL THE LAST STAND,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,14:30:00,15:30:00
SUSIE RO & AYLA,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,13:15:00,14:15:00
MAL WEBB,SMALL WORLD STAGE,THURSDAY,GREEN FIELDS,12:00:00,13:00:00
NEW YORK JAZZ BAND,GREENPEACE STAGE,THURSDAY,GREEN FIELDS,17:00:00,17:45:00
EMERGING SPECIES,GREENPEACE STAGE,THURSDAY,GREEN FIELDS,12:00:00,14:00:00
FORMIDABLE VEGETABLE SOUND SYSTEM,TOAD HALL,THURSDAY,GREEN FIELDS,0:00:00,1:00:00
ROBIN BROWN BLUES  DUO,TOAD HALL,THURSDAY,GREEN FIELDS,23:00:00,0:00:00
KANGAROO MOON,TOAD HALL,THURSDAY,GREEN FIELDS,21:30:00,22:30:00
ANDREW MAXWELL MORRIS BAND,TOAD HALL,THURSDAY,GREEN FIELDS,20:00:00,21:00:00
SEIZE THE DAY,TOAD HALL,THURSDAY,GREEN FIELDS,19:00:00,20:00:00
TBA,TOAD HALL,THURSDAY,GREEN FIELDS,18:00:00,19:00:00
THE PORTRAITS,TOAD HALL,THURSDAY,GREEN FIELDS,17:00:00,18:00:00
THE LOVE REVOLUTION (NEADS & PRINCE),TOAD HALL,THURSDAY,GREEN FIELDS,16:00:00,17:00:00
THE BLACK FLOWERS,TOAD HALL,THURSDAY,GREEN FIELDS,15:00:00,16:00:00
RHIANNE,TOAD HALL,THURSDAY,GREEN FIELDS,13:30:00,14:30:00
EASTERN DRUM AND DANCE,TOAD HALL,THURSDAY,GREEN FIELDS,12:00:00,13:30:00
SANDY DIDGE WORKSHOP,TOAD HALL,THURSDAY,GREEN FIELDS,11:00:00,12:00:00
MASHUP WITH VJ RIDDLES,GROOVY MOVIE PICTURE HOUSE,THURSDAY,GREEN FIELDS,0:00:00,2:00:00
HATTIE HATSTAR AND HER HATSTAND,GROOVY MOVIE PICTURE HOUSE,THURSDAY,GREEN FIELDS,22:00:00,0:00:00
THE SIRENS,GROOVY MOVIE PICTURE HOUSE,THURSDAY,GREEN FIELDS,21:00:00,22:00:00
FILM: SITA SINGS THE BLUES,GROOVY MOVIE PICTURE HOUSE,THURSDAY,GREEN FIELDS,18:00:00,21:00:00
FAMILY FEATURE FILM,GROOVY MOVIE PICTURE HOUSE,THURSDAY,GREEN FIELDS,16:00:00,18:00:00
LEGALISATION OF CANNABIS - GREEN PARTY DRUGS GROUP,SPEAKERS FORUM,THURSDAY,GREEN FIELDS,17:00:00,18:00:00
"KNOW ABOUT GENETIC MODIFICATION - GERALD MILES, ORGANIC FARMER",SPEAKERS FORUM,THURSDAY,GREEN FIELDS,16:00:00,17:00:00
PROTEST THE 2014 NATO SUMMIT,SPEAKERS FORUM,THURSDAY,GREEN FIELDS,15:00:00,16:00:00
"RECLAIM OUR ENERGY FUTURE - THEO SIMON, STOP HINKLEY",SPEAKERS FORUM,THURSDAY,GREEN FIELDS,14:00:00,15:00:00
"TIME TO ACT, ONE MILLION CLIMATE JOBS CAMPAIGN",SPEAKERS FORUM,THURSDAY,GREEN FIELDS,13:00:00,14:00:00
BOB ROBARTS - SOLAR PV HANDS ON WORKSHOP,SPEAKERS FORUM,THURSDAY,GREEN FIELDS,11:00:00,13:00:00
DEXTER DIXON - SMALL WIND TURBINE DESIGN,SPEAKERS FORUM,THURSDAY,GREEN FIELDS,10:00:00,11:00:00
CC SMUGGLERS,CROISSANT NEUF,THURSDAY,GREEN FIELDS,23:00:00,1:00:00
MR.B,CROISSANT NEUF,THURSDAY,GREEN FIELDS,22:15:00,23:00:00
SHOWHAWK DUO,CROISSANT NEUF,THURSDAY,GREEN FIELDS,21:30:00,22:00:00
LUKE CONCANNON,CROISSANT NEUF,THURSDAY,GREEN FIELDS,21:00:00,21:30:00
GAIA GUARDIANS,CROISSANT NEUF,THURSDAY,GREEN FIELDS,20:30:00,21:00:00
TRIBAL VOICES,MANDALA STAGE,THURSDAY,GREEN FIELDS,1:00:00,2:00:00
PYRAMIDS OF SNAFU,MANDALA STAGE,THURSDAY,GREEN FIELDS,0:00:00,1:00:00
BRIAN BOOTHBY,MANDALA STAGE,THURSDAY,GREEN FIELDS,22:00:00,23:00:00
CHRIS ELLIS,MANDALA STAGE,THURSDAY,GREEN FIELDS,21:00:00,22:00:00
SAGAN MEGA DRIVE,MANDALA STAGE,THURSDAY,GREEN FIELDS,20:00:00,21:00:00
WHIMWISE,MANDALA STAGE,THURSDAY,GREEN FIELDS,19:00:00,20:00:00
PAUL DONALDSON,MANDALA STAGE,THURSDAY,GREEN FIELDS,17:00:00,18:00:00
KEV & GREGG,MANDALA STAGE,THURSDAY,GREEN FIELDS,16:00:00,17:00:00
CELESTE LOVICK,MANDALA STAGE,THURSDAY,GREEN FIELDS,14:00:00,15:00:00
THE PORTRAITS,MANDALA STAGE,THURSDAY,GREEN FIELDS,13:00:00,14:00:00
WHEEL OF FOUR TUNES,SENSATION SEEKERS STAGE,THURSDAY,THEATRE AND CIRCUS,23:30:00,1:00:00
SETH TROXLER,THE BEAT HOTEL,THURSDAY,OTHER,1:00:00,3:00:00
MAX COOPER,THE BEAT HOTEL,THURSDAY,OTHER,23:30:00,1:00:00
WAZE & ODYSSEY,THE BEAT HOTEL,THURSDAY,OTHER,22:00:00,23:30:00
CLANCY,THE BEAT HOTEL,THURSDAY,OTHER,20:00:00,22:00:00
CRAIG BRATLEY,THE BEAT HOTEL,THURSDAY,OTHER,18:00:00,20:00:00
SOFT ROCKS,THE BEAT HOTEL,THURSDAY,OTHER,16:00:00,18:00:00
LIVING IN A DISCO,THE BEAT HOTEL,THURSDAY,OTHER,14:00:00,16:00:00
FELIX DICKINSON,THE BEAT HOTEL,THURSDAY,OTHER,12:00:00,14:00:00
ROOM SERVICE,THE BEAT HOTEL,THURSDAY,OTHER,10:00:00,12:00:00
SEAN ROWLEY'S GUILTY PLEASURES FEATURING THE OL' DIRTY BRASSTARDS,WILLIAM'S GREEN,THURSDAY,OTHER,22:30:00,2:00:00
LIVE BAND,WILLIAM'S GREEN,THURSDAY,OTHER,21:15:00,22:15:00
LIVE BAND,WILLIAM'S GREEN,THURSDAY,OTHER,20:00:00,21:00:00
MUSICAL BINGO,WILLIAM'S GREEN,THURSDAY,OTHER,17:00:00,20:00:00
THE GUARDIAN PRESENTS 20 FEET FROMSTARDOM,WILLIAM'S GREEN,THURSDAY,OTHER,15:30:00,17:00:00
"MIDLAKE: LIVE IN DENTON, TX",WILLIAM'S GREEN,THURSDAY,OTHER,14:00:00,15:30:00
JULIEN TEMPLE'S RIO 50˚ - CARRY ON CARIOCA,WILLIAM'S GREEN,THURSDAY,OTHER,12:00:00,14:00:00
RSVP,AVALON CAFÉ,THURSDAY,OTHER,1:30:00,3:00:00
HORNBY BROTHERS,AVALON CAFÉ,THURSDAY,OTHER,24:00:00,1:00:00
